consumption,interval_start,interval_end
0.061,2020-09-12T03:30:00+01:00,2020-09-12T04:00:00+01:00
0.059,2020-09-12T03:00:00+01:00,2020-09-12T03:30:00+01:00
0.112,2020-09-12T02:30:00+01:00,2020-09-12T03:00:00+01:00
0.107,2020-09-12T02:00:00+01:00,2020-09-12T02:30:00+01:00
0.199,2020-09-12T01:30:00+01:00,2020-09-12T02:00:00+01:00
0.291,2020-09-12T01:00:00+01:00,2020-09-12T01:30:00+01:00
0.923,2020-09-12T00:30:00+01:00,2020-09-12T01:00:00+01:00
0.142,2020-09-12T00:00:00+01:00,2020-09-12T00:30:00+01:00
0.07,2020-09-11T23:30:00+01:00,2020-09-12T00:00:00+01:00
0.069,2020-09-11T23:00:00+01:00,2020-09-11T23:30:00+01:00
0.07,2020-09-11T22:30:00+01:00,2020-09-11T23:00:00+01:00
0.071,2020-09-11T22:00:00+01:00,2020-09-11T22:30:00+01:00
0.082,2020-09-11T21:30:00+01:00,2020-09-11T22:00:00+01:00
0.132,2020-09-11T21:00:00+01:00,2020-09-11T21:30:00+01:00
0.111,2020-09-11T20:30:00+01:00,2020-09-11T21:00:00+01:00
0.091,2020-09-11T20:00:00+01:00,2020-09-11T20:30:00+01:00
0.103,2020-09-11T19:30:00+01:00,2020-09-11T20:00:00+01:00
0.069,2020-09-11T19:00:00+01:00,2020-09-11T19:30:00+01:00
0.063,2020-09-11T18:30:00+01:00,2020-09-11T19:00:00+01:00
0.063,2020-09-11T18:00:00+01:00,2020-09-11T18:30:00+01:00
0.509,2020-09-11T17:30:00+01:00,2020-09-11T18:00:00+01:00
0.084,2020-09-11T17:00:00+01:00,2020-09-11T17:30:00+01:00
0.209,2020-09-11T16:30:00+01:00,2020-09-11T17:00:00+01:00
0.13,2020-09-11T16:00:00+01:00,2020-09-11T16:30:00+01:00
0.14,2020-09-11T15:30:00+01:00,2020-09-11T16:00:00+01:00
0.114,2020-09-11T15:00:00+01:00,2020-09-11T15:30:00+01:00
0.124,2020-09-11T14:30:00+01:00,2020-09-11T15:00:00+01:00
0.104,2020-09-11T14:00:00+01:00,2020-09-11T14:30:00+01:00
0.123,2020-09-11T13:30:00+01:00,2020-09-11T14:00:00+01:00
0.46,2020-09-11T13:00:00+01:00,2020-09-11T13:30:00+01:00
0.738,2020-09-11T12:30:00+01:00,2020-09-11T13:00:00+01:00
0.046,2020-09-11T12:00:00+01:00,2020-09-11T12:30:00+01:00
0.04,2020-09-11T11:30:00+01:00,2020-09-11T12:00:00+01:00
0.039,2020-09-11T11:00:00+01:00,2020-09-11T11:30:00+01:00
0.042,2020-09-11T10:30:00+01:00,2020-09-11T11:00:00+01:00
0.044,2020-09-11T10:00:00+01:00,2020-09-11T10:30:00+01:00
0.098,2020-09-11T09:30:00+01:00,2020-09-11T10:00:00+01:00
0.057,2020-09-11T09:00:00+01:00,2020-09-11T09:30:00+01:00
0.056,2020-09-11T08:30:00+01:00,2020-09-11T09:00:00+01:00
0.05,2020-09-11T08:00:00+01:00,2020-09-11T08:30:00+01:00
0.087,2020-09-11T07:30:00+01:00,2020-09-11T08:00:00+01:00
0.278,2020-09-11T07:00:00+01:00,2020-09-11T07:30:00+01:00
0.022,2020-09-11T06:30:00+01:00,2020-09-11T07:00:00+01:00
0.027,2020-09-11T06:00:00+01:00,2020-09-11T06:30:00+01:00
0.33,2020-09-11T05:30:00+01:00,2020-09-11T06:00:00+01:00
0.026,2020-09-11T05:00:00+01:00,2020-09-11T05:30:00+01:00
0.025,2020-09-11T04:30:00+01:00,2020-09-11T05:00:00+01:00
0.027,2020-09-11T04:00:00+01:00,2020-09-11T04:30:00+01:00
0.026,2020-09-11T03:30:00+01:00,2020-09-11T04:00:00+01:00
0.044,2020-09-11T03:00:00+01:00,2020-09-11T03:30:00+01:00
0.056,2020-09-11T02:30:00+01:00,2020-09-11T03:00:00+01:00
0.061,2020-09-11T02:00:00+01:00,2020-09-11T02:30:00+01:00
0.105,2020-09-11T01:30:00+01:00,2020-09-11T02:00:00+01:00
0.093,2020-09-11T01:00:00+01:00,2020-09-11T01:30:00+01:00
0.101,2020-09-11T00:30:00+01:00,2020-09-11T01:00:00+01:00
0.101,2020-09-11T00:00:00+01:00,2020-09-11T00:30:00+01:00
0.09,2020-09-10T23:30:00+01:00,2020-09-11T00:00:00+01:00
0.065,2020-09-10T23:00:00+01:00,2020-09-10T23:30:00+01:00
0.066,2020-09-10T22:30:00+01:00,2020-09-10T23:00:00+01:00
0.067,2020-09-10T22:00:00+01:00,2020-09-10T22:30:00+01:00
0.089,2020-09-10T21:30:00+01:00,2020-09-10T22:00:00+01:00
0.095,2020-09-10T21:00:00+01:00,2020-09-10T21:30:00+01:00
0.101,2020-09-10T20:30:00+01:00,2020-09-10T21:00:00+01:00
0.112,2020-09-10T20:00:00+01:00,2020-09-10T20:30:00+01:00
0.102,2020-09-10T19:30:00+01:00,2020-09-10T20:00:00+01:00
0.1,2020-09-10T19:00:00+01:00,2020-09-10T19:30:00+01:00
0.094,2020-09-10T18:30:00+01:00,2020-09-10T19:00:00+01:00
0.064,2020-09-10T18:00:00+01:00,2020-09-10T18:30:00+01:00
0.069,2020-09-10T17:30:00+01:00,2020-09-10T18:00:00+01:00
0.088,2020-09-10T17:00:00+01:00,2020-09-10T17:30:00+01:00
0.095,2020-09-10T16:30:00+01:00,2020-09-10T17:00:00+01:00
0.094,2020-09-10T16:00:00+01:00,2020-09-10T16:30:00+01:00
0.585,2020-09-10T15:30:00+01:00,2020-09-10T16:00:00+01:00
0.062,2020-09-10T15:00:00+01:00,2020-09-10T15:30:00+01:00
0.062,2020-09-10T14:30:00+01:00,2020-09-10T15:00:00+01:00
0.062,2020-09-10T14:00:00+01:00,2020-09-10T14:30:00+01:00
0.06,2020-09-10T13:30:00+01:00,2020-09-10T14:00:00+01:00
0.122,2020-09-10T13:00:00+01:00,2020-09-10T13:30:00+01:00
0.078,2020-09-10T12:30:00+01:00,2020-09-10T13:00:00+01:00
0.185,2020-09-10T12:00:00+01:00,2020-09-10T12:30:00+01:00
0.059,2020-09-10T11:30:00+01:00,2020-09-10T12:00:00+01:00
0.03,2020-09-10T11:00:00+01:00,2020-09-10T11:30:00+01:00
0.08,2020-09-10T10:30:00+01:00,2020-09-10T11:00:00+01:00
0.099,2020-09-10T10:00:00+01:00,2020-09-10T10:30:00+01:00
0.032,2020-09-10T09:30:00+01:00,2020-09-10T10:00:00+01:00
0.033,2020-09-10T09:00:00+01:00,2020-09-10T09:30:00+01:00
0.036,2020-09-10T08:30:00+01:00,2020-09-10T09:00:00+01:00
0.066,2020-09-10T08:00:00+01:00,2020-09-10T08:30:00+01:00
0.13,2020-09-10T07:30:00+01:00,2020-09-10T08:00:00+01:00
0.107,2020-09-10T07:00:00+01:00,2020-09-10T07:30:00+01:00
0.104,2020-09-10T06:30:00+01:00,2020-09-10T07:00:00+01:00
0.024,2020-09-10T06:00:00+01:00,2020-09-10T06:30:00+01:00
0.023,2020-09-10T05:30:00+01:00,2020-09-10T06:00:00+01:00
0.036,2020-09-10T05:00:00+01:00,2020-09-10T05:30:00+01:00
0.088,2020-09-10T04:30:00+01:00,2020-09-10T05:00:00+01:00
0.026,2020-09-10T04:00:00+01:00,2020-09-10T04:30:00+01:00
0.027,2020-09-10T03:30:00+01:00,2020-09-10T04:00:00+01:00
0.023,2020-09-10T03:00:00+01:00,2020-09-10T03:30:00+01:00
0.031,2020-09-10T02:30:00+01:00,2020-09-10T03:00:00+01:00
0.057,2020-09-10T02:00:00+01:00,2020-09-10T02:30:00+01:00
0.055,2020-09-10T01:30:00+01:00,2020-09-10T02:00:00+01:00
0.055,2020-09-10T01:00:00+01:00,2020-09-10T01:30:00+01:00
0.057,2020-09-10T00:30:00+01:00,2020-09-10T01:00:00+01:00
0.058,2020-09-10T00:00:00+01:00,2020-09-10T00:30:00+01:00
0.057,2020-09-09T23:30:00+01:00,2020-09-10T00:00:00+01:00
0.059,2020-09-09T23:00:00+01:00,2020-09-09T23:30:00+01:00
0.058,2020-09-09T22:30:00+01:00,2020-09-09T23:00:00+01:00
0.06,2020-09-09T22:00:00+01:00,2020-09-09T22:30:00+01:00
0.062,2020-09-09T21:30:00+01:00,2020-09-09T22:00:00+01:00
0.064,2020-09-09T21:00:00+01:00,2020-09-09T21:30:00+01:00
0.084,2020-09-09T20:30:00+01:00,2020-09-09T21:00:00+01:00
0.103,2020-09-09T20:00:00+01:00,2020-09-09T20:30:00+01:00
0.108,2020-09-09T19:30:00+01:00,2020-09-09T20:00:00+01:00
0.119,2020-09-09T19:00:00+01:00,2020-09-09T19:30:00+01:00
0.103,2020-09-09T18:30:00+01:00,2020-09-09T19:00:00+01:00
0.119,2020-09-09T18:00:00+01:00,2020-09-09T18:30:00+01:00
0.306,2020-09-09T17:30:00+01:00,2020-09-09T18:00:00+01:00
0.078,2020-09-09T17:00:00+01:00,2020-09-09T17:30:00+01:00
0.079,2020-09-09T16:30:00+01:00,2020-09-09T17:00:00+01:00
0.075,2020-09-09T16:00:00+01:00,2020-09-09T16:30:00+01:00
0.061,2020-09-09T15:30:00+01:00,2020-09-09T16:00:00+01:00
0.06,2020-09-09T15:00:00+01:00,2020-09-09T15:30:00+01:00
0.065,2020-09-09T14:30:00+01:00,2020-09-09T15:00:00+01:00
0.072,2020-09-09T14:00:00+01:00,2020-09-09T14:30:00+01:00
0.075,2020-09-09T13:30:00+01:00,2020-09-09T14:00:00+01:00
0.16,2020-09-09T13:00:00+01:00,2020-09-09T13:30:00+01:00
0.149,2020-09-09T12:30:00+01:00,2020-09-09T13:00:00+01:00
0.081,2020-09-09T12:00:00+01:00,2020-09-09T12:30:00+01:00
0.061,2020-09-09T11:30:00+01:00,2020-09-09T12:00:00+01:00
0.06,2020-09-09T11:00:00+01:00,2020-09-09T11:30:00+01:00
0.063,2020-09-09T10:30:00+01:00,2020-09-09T11:00:00+01:00
0.065,2020-09-09T10:00:00+01:00,2020-09-09T10:30:00+01:00
0.066,2020-09-09T09:30:00+01:00,2020-09-09T10:00:00+01:00
0.065,2020-09-09T09:00:00+01:00,2020-09-09T09:30:00+01:00
0.066,2020-09-09T08:30:00+01:00,2020-09-09T09:00:00+01:00
0.113,2020-09-09T08:00:00+01:00,2020-09-09T08:30:00+01:00
0.064,2020-09-09T07:30:00+01:00,2020-09-09T08:00:00+01:00
0.096,2020-09-09T07:00:00+01:00,2020-09-09T07:30:00+01:00
0.299,2020-09-09T06:30:00+01:00,2020-09-09T07:00:00+01:00
0.382,2020-09-09T06:00:00+01:00,2020-09-09T06:30:00+01:00
1.058,2020-09-09T05:30:00+01:00,2020-09-09T06:00:00+01:00
0.877,2020-09-09T05:00:00+01:00,2020-09-09T05:30:00+01:00
0.102,2020-09-09T04:30:00+01:00,2020-09-09T05:00:00+01:00
0.051,2020-09-09T04:00:00+01:00,2020-09-09T04:30:00+01:00
0.052,2020-09-09T03:30:00+01:00,2020-09-09T04:00:00+01:00
0.052,2020-09-09T03:00:00+01:00,2020-09-09T03:30:00+01:00
0.051,2020-09-09T02:30:00+01:00,2020-09-09T03:00:00+01:00
0.052,2020-09-09T02:00:00+01:00,2020-09-09T02:30:00+01:00
0.052,2020-09-09T01:30:00+01:00,2020-09-09T02:00:00+01:00
0.052,2020-09-09T01:00:00+01:00,2020-09-09T01:30:00+01:00
0.052,2020-09-09T00:30:00+01:00,2020-09-09T01:00:00+01:00
0.054,2020-09-09T00:00:00+01:00,2020-09-09T00:30:00+01:00
0.053,2020-09-08T23:30:00+01:00,2020-09-09T00:00:00+01:00
0.053,2020-09-08T23:00:00+01:00,2020-09-08T23:30:00+01:00
0.058,2020-09-08T22:30:00+01:00,2020-09-08T23:00:00+01:00
0.059,2020-09-08T22:00:00+01:00,2020-09-08T22:30:00+01:00
0.06,2020-09-08T21:30:00+01:00,2020-09-08T22:00:00+01:00
0.183,2020-09-08T21:00:00+01:00,2020-09-08T21:30:00+01:00
0.596,2020-09-08T20:30:00+01:00,2020-09-08T21:00:00+01:00
0.772,2020-09-08T20:00:00+01:00,2020-09-08T20:30:00+01:00
0.104,2020-09-08T19:30:00+01:00,2020-09-08T20:00:00+01:00
1.184,2020-09-08T19:00:00+01:00,2020-09-08T19:30:00+01:00
0.024,2020-09-08T18:30:00+01:00,2020-09-08T19:00:00+01:00
0.033,2020-09-08T18:00:00+01:00,2020-09-08T18:30:00+01:00
0.076,2020-09-08T17:30:00+01:00,2020-09-08T18:00:00+01:00
0.019,2020-09-08T17:00:00+01:00,2020-09-08T17:30:00+01:00
0.018,2020-09-08T16:30:00+01:00,2020-09-08T17:00:00+01:00
0.018,2020-09-08T16:00:00+01:00,2020-09-08T16:30:00+01:00
0.018,2020-09-08T15:30:00+01:00,2020-09-08T16:00:00+01:00
0.018,2020-09-08T15:00:00+01:00,2020-09-08T15:30:00+01:00
0.018,2020-09-08T14:30:00+01:00,2020-09-08T15:00:00+01:00
0.018,2020-09-08T14:00:00+01:00,2020-09-08T14:30:00+01:00
0.018,2020-09-08T13:30:00+01:00,2020-09-08T14:00:00+01:00
0.026,2020-09-08T13:00:00+01:00,2020-09-08T13:30:00+01:00
0.048,2020-09-08T12:30:00+01:00,2020-09-08T13:00:00+01:00
0.048,2020-09-08T12:00:00+01:00,2020-09-08T12:30:00+01:00
0.048,2020-09-08T11:30:00+01:00,2020-09-08T12:00:00+01:00
0.047,2020-09-08T11:00:00+01:00,2020-09-08T11:30:00+01:00
0.048,2020-09-08T10:30:00+01:00,2020-09-08T11:00:00+01:00
0.049,2020-09-08T10:00:00+01:00,2020-09-08T10:30:00+01:00
0.048,2020-09-08T09:30:00+01:00,2020-09-08T10:00:00+01:00
0.048,2020-09-08T09:00:00+01:00,2020-09-08T09:30:00+01:00
0.048,2020-09-08T08:30:00+01:00,2020-09-08T09:00:00+01:00
0.049,2020-09-08T08:00:00+01:00,2020-09-08T08:30:00+01:00
0.048,2020-09-08T07:30:00+01:00,2020-09-08T08:00:00+01:00
0.048,2020-09-08T07:00:00+01:00,2020-09-08T07:30:00+01:00
0.049,2020-09-08T06:30:00+01:00,2020-09-08T07:00:00+01:00
0.062,2020-09-08T06:00:00+01:00,2020-09-08T06:30:00+01:00
0.159,2020-09-08T05:30:00+01:00,2020-09-08T06:00:00+01:00
0.107,2020-09-08T05:00:00+01:00,2020-09-08T05:30:00+01:00
0.111,2020-09-08T04:30:00+01:00,2020-09-08T05:00:00+01:00
0.052,2020-09-08T04:00:00+01:00,2020-09-08T04:30:00+01:00
0.053,2020-09-08T03:30:00+01:00,2020-09-08T04:00:00+01:00
0.053,2020-09-08T03:00:00+01:00,2020-09-08T03:30:00+01:00
0.053,2020-09-08T02:30:00+01:00,2020-09-08T03:00:00+01:00
0.052,2020-09-08T02:00:00+01:00,2020-09-08T02:30:00+01:00
0.054,2020-09-08T01:30:00+01:00,2020-09-08T02:00:00+01:00
0.053,2020-09-08T01:00:00+01:00,2020-09-08T01:30:00+01:00
0.052,2020-09-08T00:30:00+01:00,2020-09-08T01:00:00+01:00
0.054,2020-09-08T00:00:00+01:00,2020-09-08T00:30:00+01:00
0.053,2020-09-07T23:30:00+01:00,2020-09-08T00:00:00+01:00
0.052,2020-09-07T23:00:00+01:00,2020-09-07T23:30:00+01:00
0.053,2020-09-07T22:30:00+01:00,2020-09-07T23:00:00+01:00
0.056,2020-09-07T22:00:00+01:00,2020-09-07T22:30:00+01:00
0.059,2020-09-07T21:30:00+01:00,2020-09-07T22:00:00+01:00
0.071,2020-09-07T21:00:00+01:00,2020-09-07T21:30:00+01:00
0.079,2020-09-07T20:30:00+01:00,2020-09-07T21:00:00+01:00
0.086,2020-09-07T20:00:00+01:00,2020-09-07T20:30:00+01:00
0.891,2020-09-07T19:30:00+01:00,2020-09-07T20:00:00+01:00
0.23,2020-09-07T19:00:00+01:00,2020-09-07T19:30:00+01:00
0.156,2020-09-07T18:30:00+01:00,2020-09-07T19:00:00+01:00
0.085,2020-09-07T18:00:00+01:00,2020-09-07T18:30:00+01:00
0.065,2020-09-07T17:30:00+01:00,2020-09-07T18:00:00+01:00
0.039,2020-09-07T17:00:00+01:00,2020-09-07T17:30:00+01:00
0.043,2020-09-07T16:30:00+01:00,2020-09-07T17:00:00+01:00
0.023,2020-09-07T16:00:00+01:00,2020-09-07T16:30:00+01:00
0.028,2020-09-07T15:30:00+01:00,2020-09-07T16:00:00+01:00
0.024,2020-09-07T15:00:00+01:00,2020-09-07T15:30:00+01:00
0.023,2020-09-07T14:30:00+01:00,2020-09-07T15:00:00+01:00
0.024,2020-09-07T14:00:00+01:00,2020-09-07T14:30:00+01:00
0.024,2020-09-07T13:30:00+01:00,2020-09-07T14:00:00+01:00
0.124,2020-09-07T13:00:00+01:00,2020-09-07T13:30:00+01:00
0.037,2020-09-07T12:30:00+01:00,2020-09-07T13:00:00+01:00
0.03,2020-09-07T12:00:00+01:00,2020-09-07T12:30:00+01:00
0.028,2020-09-07T11:30:00+01:00,2020-09-07T12:00:00+01:00
0.036,2020-09-07T11:00:00+01:00,2020-09-07T11:30:00+01:00
0.11,2020-09-07T10:30:00+01:00,2020-09-07T11:00:00+01:00
0.03,2020-09-07T10:00:00+01:00,2020-09-07T10:30:00+01:00
0.03,2020-09-07T09:30:00+01:00,2020-09-07T10:00:00+01:00
0.036,2020-09-07T09:00:00+01:00,2020-09-07T09:30:00+01:00
0.085,2020-09-07T08:30:00+01:00,2020-09-07T09:00:00+01:00
0.128,2020-09-07T08:00:00+01:00,2020-09-07T08:30:00+01:00
0.147,2020-09-07T07:30:00+01:00,2020-09-07T08:00:00+01:00
0.146,2020-09-07T07:00:00+01:00,2020-09-07T07:30:00+01:00
0.151,2020-09-07T06:30:00+01:00,2020-09-07T07:00:00+01:00
0.099,2020-09-07T06:00:00+01:00,2020-09-07T06:30:00+01:00
0.048,2020-09-07T05:30:00+01:00,2020-09-07T06:00:00+01:00
0.049,2020-09-07T05:00:00+01:00,2020-09-07T05:30:00+01:00
0.049,2020-09-07T04:30:00+01:00,2020-09-07T05:00:00+01:00
0.05,2020-09-07T04:00:00+01:00,2020-09-07T04:30:00+01:00
0.051,2020-09-07T03:30:00+01:00,2020-09-07T04:00:00+01:00
0.049,2020-09-07T03:00:00+01:00,2020-09-07T03:30:00+01:00
0.051,2020-09-07T02:30:00+01:00,2020-09-07T03:00:00+01:00
0.05,2020-09-07T02:00:00+01:00,2020-09-07T02:30:00+01:00
0.049,2020-09-07T01:30:00+01:00,2020-09-07T02:00:00+01:00
0.051,2020-09-07T01:00:00+01:00,2020-09-07T01:30:00+01:00
0.05,2020-09-07T00:30:00+01:00,2020-09-07T01:00:00+01:00
0.05,2020-09-07T00:00:00+01:00,2020-09-07T00:30:00+01:00
0.051,2020-09-06T23:30:00+01:00,2020-09-07T00:00:00+01:00
0.053,2020-09-06T23:00:00+01:00,2020-09-06T23:30:00+01:00
0.056,2020-09-06T22:30:00+01:00,2020-09-06T23:00:00+01:00
0.058,2020-09-06T22:00:00+01:00,2020-09-06T22:30:00+01:00
0.07,2020-09-06T21:30:00+01:00,2020-09-06T22:00:00+01:00
0.103,2020-09-06T21:00:00+01:00,2020-09-06T21:30:00+01:00
0.101,2020-09-06T20:30:00+01:00,2020-09-06T21:00:00+01:00
0.107,2020-09-06T20:00:00+01:00,2020-09-06T20:30:00+01:00
0.482,2020-09-06T19:30:00+01:00,2020-09-06T20:00:00+01:00
0.53,2020-09-06T19:00:00+01:00,2020-09-06T19:30:00+01:00
0.064,2020-09-06T18:30:00+01:00,2020-09-06T19:00:00+01:00
0.076,2020-09-06T18:00:00+01:00,2020-09-06T18:30:00+01:00
0.069,2020-09-06T17:30:00+01:00,2020-09-06T18:00:00+01:00
0.072,2020-09-06T17:00:00+01:00,2020-09-06T17:30:00+01:00
0.071,2020-09-06T16:30:00+01:00,2020-09-06T17:00:00+01:00
0.1,2020-09-06T16:00:00+01:00,2020-09-06T16:30:00+01:00
1.167,2020-09-06T15:30:00+01:00,2020-09-06T16:00:00+01:00
1.547,2020-09-06T15:00:00+01:00,2020-09-06T15:30:00+01:00
0.534,2020-09-06T14:30:00+01:00,2020-09-06T15:00:00+01:00
0.608,2020-09-06T14:00:00+01:00,2020-09-06T14:30:00+01:00
0.594,2020-09-06T13:30:00+01:00,2020-09-06T14:00:00+01:00
0.401,2020-09-06T13:00:00+01:00,2020-09-06T13:30:00+01:00
0.628,2020-09-06T12:30:00+01:00,2020-09-06T13:00:00+01:00
0.03,2020-09-06T12:00:00+01:00,2020-09-06T12:30:00+01:00
0.027,2020-09-06T11:30:00+01:00,2020-09-06T12:00:00+01:00
0.026,2020-09-06T11:00:00+01:00,2020-09-06T11:30:00+01:00
0.049,2020-09-06T10:30:00+01:00,2020-09-06T11:00:00+01:00
0.094,2020-09-06T10:00:00+01:00,2020-09-06T10:30:00+01:00
0.089,2020-09-06T09:30:00+01:00,2020-09-06T10:00:00+01:00
0.073,2020-09-06T09:00:00+01:00,2020-09-06T09:30:00+01:00
0.072,2020-09-06T08:30:00+01:00,2020-09-06T09:00:00+01:00
0.279,2020-09-06T08:00:00+01:00,2020-09-06T08:30:00+01:00
0.023,2020-09-06T07:30:00+01:00,2020-09-06T08:00:00+01:00
0.024,2020-09-06T07:00:00+01:00,2020-09-06T07:30:00+01:00
0.055,2020-09-06T06:30:00+01:00,2020-09-06T07:00:00+01:00
0.054,2020-09-06T06:00:00+01:00,2020-09-06T06:30:00+01:00
0.06,2020-09-06T05:30:00+01:00,2020-09-06T06:00:00+01:00
0.054,2020-09-06T05:00:00+01:00,2020-09-06T05:30:00+01:00
0.057,2020-09-06T04:30:00+01:00,2020-09-06T05:00:00+01:00
0.058,2020-09-06T04:00:00+01:00,2020-09-06T04:30:00+01:00
0.061,2020-09-06T03:30:00+01:00,2020-09-06T04:00:00+01:00
0.059,2020-09-06T03:00:00+01:00,2020-09-06T03:30:00+01:00
0.057,2020-09-06T02:30:00+01:00,2020-09-06T03:00:00+01:00
0.058,2020-09-06T02:00:00+01:00,2020-09-06T02:30:00+01:00
0.055,2020-09-06T01:30:00+01:00,2020-09-06T02:00:00+01:00
0.054,2020-09-06T01:00:00+01:00,2020-09-06T01:30:00+01:00
0.057,2020-09-06T00:30:00+01:00,2020-09-06T01:00:00+01:00
0.058,2020-09-06T00:00:00+01:00,2020-09-06T00:30:00+01:00
0.059,2020-09-05T23:30:00+01:00,2020-09-06T00:00:00+01:00
0.058,2020-09-05T23:00:00+01:00,2020-09-05T23:30:00+01:00
0.059,2020-09-05T22:30:00+01:00,2020-09-05T23:00:00+01:00
0.06,2020-09-05T22:00:00+01:00,2020-09-05T22:30:00+01:00
0.06,2020-09-05T21:30:00+01:00,2020-09-05T22:00:00+01:00
0.06,2020-09-05T21:00:00+01:00,2020-09-05T21:30:00+01:00
0.06,2020-09-05T20:30:00+01:00,2020-09-05T21:00:00+01:00
0.087,2020-09-05T20:00:00+01:00,2020-09-05T20:30:00+01:00
0.098,2020-09-05T19:30:00+01:00,2020-09-05T20:00:00+01:00
0.097,2020-09-05T19:00:00+01:00,2020-09-05T19:30:00+01:00
0.253,2020-09-05T18:30:00+01:00,2020-09-05T19:00:00+01:00
0.62,2020-09-05T18:00:00+01:00,2020-09-05T18:30:00+01:00
0.099,2020-09-05T17:30:00+01:00,2020-09-05T18:00:00+01:00
0.139,2020-09-05T17:00:00+01:00,2020-09-05T17:30:00+01:00
0.168,2020-09-05T16:30:00+01:00,2020-09-05T17:00:00+01:00
0.132,2020-09-05T16:00:00+01:00,2020-09-05T16:30:00+01:00
0.096,2020-09-05T15:30:00+01:00,2020-09-05T16:00:00+01:00
0.106,2020-09-05T15:00:00+01:00,2020-09-05T15:30:00+01:00
0.101,2020-09-05T14:30:00+01:00,2020-09-05T15:00:00+01:00
0.122,2020-09-05T14:00:00+01:00,2020-09-05T14:30:00+01:00
0.293,2020-09-05T13:30:00+01:00,2020-09-05T14:00:00+01:00
0.411,2020-09-05T13:00:00+01:00,2020-09-05T13:30:00+01:00
0.446,2020-09-05T12:30:00+01:00,2020-09-05T13:00:00+01:00
0.073,2020-09-05T12:00:00+01:00,2020-09-05T12:30:00+01:00
0.059,2020-09-05T11:30:00+01:00,2020-09-05T12:00:00+01:00
0.063,2020-09-05T11:00:00+01:00,2020-09-05T11:30:00+01:00
0.065,2020-09-05T10:30:00+01:00,2020-09-05T11:00:00+01:00
0.067,2020-09-05T10:00:00+01:00,2020-09-05T10:30:00+01:00
0.039,2020-09-05T09:30:00+01:00,2020-09-05T10:00:00+01:00
0.034,2020-09-05T09:00:00+01:00,2020-09-05T09:30:00+01:00
0.04,2020-09-05T08:30:00+01:00,2020-09-05T09:00:00+01:00
0.051,2020-09-05T08:00:00+01:00,2020-09-05T08:30:00+01:00
0.052,2020-09-05T07:30:00+01:00,2020-09-05T08:00:00+01:00
0.098,2020-09-05T07:00:00+01:00,2020-09-05T07:30:00+01:00
0.219,2020-09-05T06:30:00+01:00,2020-09-05T07:00:00+01:00
0.098,2020-09-05T06:00:00+01:00,2020-09-05T06:30:00+01:00
0.02,2020-09-05T05:30:00+01:00,2020-09-05T06:00:00+01:00
0.019,2020-09-05T05:00:00+01:00,2020-09-05T05:30:00+01:00
0.018,2020-09-05T04:30:00+01:00,2020-09-05T05:00:00+01:00
0.187,2020-09-05T04:00:00+01:00,2020-09-05T04:30:00+01:00
0.018,2020-09-05T03:30:00+01:00,2020-09-05T04:00:00+01:00
0.018,2020-09-05T03:00:00+01:00,2020-09-05T03:30:00+01:00
0.283,2020-09-05T02:30:00+01:00,2020-09-05T03:00:00+01:00
1.399,2020-09-05T02:00:00+01:00,2020-09-05T02:30:00+01:00
1.47,2020-09-05T01:30:00+01:00,2020-09-05T02:00:00+01:00
0.163,2020-09-05T01:00:00+01:00,2020-09-05T01:30:00+01:00
0.019,2020-09-05T00:30:00+01:00,2020-09-05T01:00:00+01:00
0.049,2020-09-05T00:00:00+01:00,2020-09-05T00:30:00+01:00
0.05,2020-09-04T23:30:00+01:00,2020-09-05T00:00:00+01:00
0.05,2020-09-04T23:00:00+01:00,2020-09-04T23:30:00+01:00
0.061,2020-09-04T22:30:00+01:00,2020-09-04T23:00:00+01:00
0.052,2020-09-04T22:00:00+01:00,2020-09-04T22:30:00+01:00
0.054,2020-09-04T21:30:00+01:00,2020-09-04T22:00:00+01:00
0.072,2020-09-04T21:00:00+01:00,2020-09-04T21:30:00+01:00
0.096,2020-09-04T20:30:00+01:00,2020-09-04T21:00:00+01:00
0.229,2020-09-04T20:00:00+01:00,2020-09-04T20:30:00+01:00
0.113,2020-09-04T19:30:00+01:00,2020-09-04T20:00:00+01:00
0.088,2020-09-04T19:00:00+01:00,2020-09-04T19:30:00+01:00
0.068,2020-09-04T18:30:00+01:00,2020-09-04T19:00:00+01:00
0.076,2020-09-04T18:00:00+01:00,2020-09-04T18:30:00+01:00
0.072,2020-09-04T17:30:00+01:00,2020-09-04T18:00:00+01:00
0.407,2020-09-04T17:00:00+01:00,2020-09-04T17:30:00+01:00
0.085,2020-09-04T16:30:00+01:00,2020-09-04T17:00:00+01:00
0.064,2020-09-04T16:00:00+01:00,2020-09-04T16:30:00+01:00
0.063,2020-09-04T15:30:00+01:00,2020-09-04T16:00:00+01:00
0.112,2020-09-04T15:00:00+01:00,2020-09-04T15:30:00+01:00
0.071,2020-09-04T14:30:00+01:00,2020-09-04T15:00:00+01:00
0.074,2020-09-04T14:00:00+01:00,2020-09-04T14:30:00+01:00
0.128,2020-09-04T13:30:00+01:00,2020-09-04T14:00:00+01:00
0.191,2020-09-04T13:00:00+01:00,2020-09-04T13:30:00+01:00
0.668,2020-09-04T12:30:00+01:00,2020-09-04T13:00:00+01:00
0.389,2020-09-04T12:00:00+01:00,2020-09-04T12:30:00+01:00
